Coin,Date,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,P0,P1,P2,P3,P4,P5,R_T1W
BNB,11/05/2020,0.843045371,0.059931931,-0.338031522,-0.88588911,0.685715919,0.312925478,-0.023881587,-0.185546645,-0.844737061,0.733083731,0.378870379,0.843045371,0.059931931,-0.338031522,-0.88588911,0.685715919,0.312925478,0.09735877
ADA,11/05/2020,0.173204283,-0.092319064,-0.688368699,0.209424241,0.592529248,-1.294013809,0.397791413,-0.185546645,0.213444625,0.592967447,-1.366391517,0.173204283,-0.092319064,-0.688368699,0.209424241,0.592529248,-1.294013809,0.016927131
XRP,11/05/2020,-0.377095038,-0.193856191,0.142544235,-1.159717448,-0.013184114,0.045102264,-0.129299837,0.188844446,-1.151951099,-0.014203116,0.043243091,-0.377095038,-0.193856191,0.142544235,-1.159717448,-0.013184114,0.045102264,0.057511499
BTC,11/05/2020,-0.145185951,-0.165755332,-0.545485252,-1.091260363,-0.339337462,0.513792889,0.081536663,0.001648901,-1.083681312,-0.341141111,0.445995837,-0.145185951,-0.165755332,-0.545485252,-1.091260363,-0.339337462,0.513792889,0.012435212
ETH,11/05/2020,-0.399878749,-0.19062106,-0.371202158,0.585938206,1.897142643,-1.093146398,0.819464412,0.001648901,0.588928448,1.854014001,-1.097889687,-0.399878749,-0.19062106,-0.371202158,0.585938206,1.897142643,-1.093146398,0.066975953
BNB,11/05/2020,-0.416166678,-0.191155043,0.998339575,-0.680517857,0.872089262,0.915527711,0.608627913,0.188844446,-0.674062595,0.873200015,0.91587404,-0.416166678,-0.191155043,0.998339575,-0.680517857,0.872089262,0.915527711,0.045368619
ADA,11/05/2020,-0.39842447,-0.189788731,-1.184422906,-1.433545786,-0.432524133,-1.160102201,-0.129299837,0.001648901,-1.425030243,-0.434551967,-1.165015144,-0.39842447,-0.189788731,-1.184422906,-1.433545786,-0.432524133,-1.160102201,0.005689344
XRP,11/05/2020,-0.403465971,-0.19244461,0.125117697,0.243652783,0.173189229,0.446837086,0.186954913,-0.185546645,0.281714411,0.219324024,0.513121294,-0.403465971,-0.19244461,0.125117697,0.243652783,0.173189229,0.446837086,0.095636727
BTC,11/05/2020,-0.145767663,-0.171507411,-0.943231822,-1.022803279,-0.618897476,-0.02185354,0.186954913,-0.185546645,-0.981276633,-0.621373678,0.043243091,-0.145767663,-0.171507411,-0.943231822,-1.022803279,-0.618897476,-0.02185354,0.019566224
ETH,11/05/2020,-0.36381262,-0.175645336,-0.415760259,1.202051966,0.732309255,0.179013871,0.397791413,0.376039992,1.237491417,0.733083731,0.177494007,-0.36381262,-0.175645336,-0.415760259,1.202051966,0.732309255,0.179013871,0.07078124
BNB,11/05/2020,-0.29255293,-0.182250019,-1.427119331,-0.680517857,0.312969235,-0.490544165,0.819464412,0.188844446,-0.639927702,0.359440308,-0.426635111,-0.29255293,-0.182250019,-1.427119331,-0.680517857,0.312969235,-0.490544165,0.01732542
ADA,11/05/2020,-0.19705525,-0.183456407,-1.060134851,1.749708641,0.77890259,0.513792889,0.186954913,0.188844446,1.749514813,0.733083731,0.513121294,-0.19705525,-0.183456407,-1.060134851,1.749708641,0.77890259,0.513792889,0.031634304
XRP,11/05/2020,-0.404726347,-0.193753779,-0.620451245,0.65439529,-1.41098418,-1.294013809,1.135719162,0.563235537,0.657198235,-1.415365953,-1.29926606,-0.404726347,-0.193753779,-0.620451245,0.65439529,-1.41098418,-1.294013809,0.008088712
BTC,11/05/2020,-0.426346634,-0.194593516,-0.796098001,-0.030175554,0.825495926,1.049439318,-0.129299837,-0.185546645,0.008635266,0.873200015,1.117250412,-0.426346634,-0.194593516,-0.796098001,-0.030175554,0.825495926,1.049439318,0.041370796
ETH,11/05/2020,-0.332206281,0.149323549,0.514416647,-0.612060772,0.359562571,1.652041551,0.924882662,-0.185546645,-0.571657916,0.359440308,1.654254073,-0.332206281,0.149323549,0.514416647,-0.612060772,0.359562571,1.652041551,0.065448628
BNB,11/05/2020,18.07596531,0.001824951,0.534251731,-0.201318265,-0.618897476,0.580748693,0.397791413,0.937626628,-0.162039199,-0.621373678,0.647372209,18.07596531,0.001824951,0.534251731,-0.201318265,-0.618897476,0.580748693,0.022760004
ADA,11/05/2020,-0.415197159,-0.193881231,1.458973988,0.483252579,-0.432524133,-2.499218274,-0.023881587,-1.870306553,0.486523769,-0.481257395,-2.507524295,-0.415197159,-0.193881231,1.458973988,0.483252579,-0.432524133,-2.499218274,0.003242013
XRP,11/05/2020,0.052596046,-0.038362239,-0.195643952,1.202051966,1.338022617,0.848571907,-0.129299837,0.001648901,1.237491417,1.340254294,0.848748582,0.052596046,-0.038362239,-0.195643952,1.202051966,1.338022617,0.848571907,0.043982605
BTC,11/05/2020,-0.184160639,-0.187920651,-0.055788898,0.551709663,1.058462604,2.254643784,0.397791413,-0.185546645,0.554793555,1.060021726,2.191257733,-0.184160639,-0.187920651,-0.055788898,0.551709663,1.058462604,2.254643784,0.076970742
ETH,11/05/2020,-0.400169605,-0.194766284,-0.075553143,-0.988574737,0.312969235,-0.02185354,0.081536663,0.376039992,-0.94714174,0.359440308,0.043243091,-0.400169605,-0.194766284,-0.075553143,-0.988574737,0.312969235,-0.02185354,0.076252758
BNB,11/05/2020,-0.393286016,-0.193377538,-1.499729907,0.551709663,2.45626267,0.848571907,-0.340136337,0.188844446,0.554793555,2.461184564,0.781623124,-0.393286016,-0.193377538,-1.499729907,0.551709663,2.45626267,0.848571907,0.035325039
ADA,11/05/2020,-0.370793161,-0.191222901,1.602140793,-1.467774328,-0.665490811,-0.02185354,-0.234718087,-0.185546645,-1.425030243,-0.668079106,0.043243091,-0.370793161,-0.191222901,1.602140793,-1.467774328,-0.665490811,-0.02185354,0.079210558
XRP,11/05/2020,-0.419414569,-0.192841478,0.014979849,-1.365088701,-0.712084147,-0.02185354,-0.023881587,-0.37274219,-1.356760457,-0.761489962,-0.023882366,-0.419414569,-0.192841478,0.014979849,-1.365088701,-0.712084147,-0.02185354,0.032042617
BTC,11/05/2020,1.011450925,-0.147093726,-0.472414218,-1.570459954,-0.059777449,0.045102264,0.081536663,0.001648901,-1.561569815,-0.060908543,0.043243091,1.011450925,-0.147093726,-0.472414218,-1.570459954,-0.059777449,0.045102264,0.071251897
ETH,11/05/2020,-0.379324934,-0.177789059,-0.594948994,-1.228174532,-0.013184114,0.379881282,0.081536663,0.376039992,-1.220220885,-0.014203116,0.378870379,-0.379324934,-0.177789059,-0.594948994,-1.228174532,-0.013184114,0.379881282,0.086013378
BNB,11/05/2020,-0.038344892,-0.147757331,0.246111711,-0.680517857,-0.106370785,0.045102264,0.714046162,0.563235537,-0.674062595,-0.154319399,0.043243091,-0.038344892,-0.147757331,0.246111711,-0.680517857,-0.106370785,0.045102264,0.087954381
ADA,11/05/2020,-0.324450125,-0.16727979,0.365635804,1.749708641,2.03692265,0.045102264,-0.129299837,0.001648901,1.749514813,2.040835712,0.043243091,-0.324450125,-0.16727979,0.365635804,1.749708641,2.03692265,0.045102264,0.017638745
XRP,11/05/2020,-0.165255007,-0.178927882,-1.475998645,0.483252579,-1.084830831,-1.628792827,-0.550972836,-0.934328826,0.520658662,-1.04172253,-1.56776789,-0.165255007,-0.178927882,-1.475998645,0.483252579,-1.084830831,-1.628792827,0.088863626
BTC,11/05/2020,-0.362455293,-0.186400062,-0.159568893,1.202051966,-0.292744127,-0.222720951,0.186954913,0.001648901,1.203356524,-0.341141111,-0.292384196,-0.362455293,-0.186400062,-0.159568893,1.202051966,-0.292744127,-0.222720951,0.037255723
ETH,11/05/2020,-0.323577557,-0.189958272,-0.853726004,-0.817432025,0.033409222,0.446837086,0.186954913,0.188844446,-0.810602168,0.032502312,0.445995837,-0.323577557,-0.189958272,-0.853726004,-0.817432025,0.033409222,0.446837086,0.024093195
BNB,11/05/2020,-0.393964679,-0.172133122,0.010339856,-0.201318265,0.825495926,0.915527711,1.768228661,0.376039992,-0.196174092,0.779789159,0.91587404,-0.393964679,-0.172133122,0.010339856,-0.201318265,0.825495926,0.915527711,0.019962624
ADA,11/05/2020,-0.340738054,-0.178510737,0.334979973,-1.296631617,-0.15296412,0.179013871,0.081536663,-0.185546645,-1.288490671,-0.154319399,0.177494007,-0.340738054,-0.178510737,0.334979973,-1.296631617,-0.15296412,0.179013871,0.002485595
XRP,11/05/2020,-0.316209208,-0.18046027,-0.672925669,1.441651761,-0.525710804,-0.356632558,-0.023881587,-0.185546645,1.442300775,-0.527962823,-0.426635111,-0.316209208,-0.18046027,-0.672925669,1.441651761,-0.525710804,-0.356632558,0.067006995
BTC,11/05/2020,-0.391734784,-0.185003321,-2.093294805,-0.817432025,-3.041750923,-1.829660238,0.081536663,-1.308719917,-0.776467275,-3.05005593,-1.83626972,-0.391734784,-0.185003321,-2.093294805,-0.817432025,-3.041750923,-1.829660238,0.074369835
ETH,11/05/2020,-0.420626468,-0.185716665,1.145632786,-1.296631617,-0.479117469,0.312925478,0.081536663,0.188844446,-1.288490671,-0.481257395,0.311744922,-0.420626468,-0.185716665,1.145632786,-1.296631617,-0.479117469,0.312925478,0.070462878
BNB,11/05/2020,-0.371665729,-0.184893756,-0.380588404,1.57856593,-0.246150791,-0.155765147,0.292373163,-0.185546645,1.578840348,-0.247730255,-0.158133281,-0.371665729,-0.184893756,-0.380588404,1.57856593,-0.246150791,-0.155765147,0.060410895
ADA,11/05/2020,0.576136627,-0.093246816,0.480183416,-0.920117652,0.545935913,0.580748693,0.186954913,-0.37274219,-0.913006847,0.546262019,0.580246752,0.576136627,-0.093246816,0.480183416,-0.920117652,0.545935913,0.580748693,0.033461448
XRP,11/05/2020,-0.091474566,-0.135522878,0.106947343,-0.304003892,0.452749242,0.7146603,0.292373163,0.376039992,-0.298578772,0.452851164,0.714497667,-0.091474566,-0.135522878,0.106947343,-0.304003892,0.452749242,0.7146603,0.018765809
BTC,11/05/2020,-0.282372974,-0.182166369,1.351173847,-0.167089723,1.105055939,0.848571907,0.186954913,0.001648901,-0.162039199,1.106727154,0.848748582,-0.282372974,-0.182166369,1.351173847,-0.167089723,1.105055939,0.848571907,0.069658904
ETH,11/05/2020,-0.275004625,-0.186972443,0.216642443,1.715480099,-0.013184114,0.045102264,0.292373163,0.001648901,1.71537992,-0.014203116,0.043243091,-0.275004625,-0.186972443,0.216642443,1.715480099,-0.013184114,0.045102264,0.0531631
BNB,11/05/2020,-0.406180626,-0.187799674,-0.326909707,-0.783203483,-1.224610837,-2.23139506,0.081536663,-0.185546645,-0.776467275,-1.275249669,-2.306147923,-0.406180626,-0.187799674,-0.326909707,-0.783203483,-1.224610837,-2.23139506,0.024089587
ADA,11/05/2020,-0.430321664,-0.194232804,-0.882805655,-0.440918061,-0.712084147,-0.02185354,0.714046162,-0.185546645,-0.400983451,-0.714784534,0.043243091,-0.430321664,-0.194232804,-0.882805655,-0.440918061,-0.712084147,-0.02185354,0.082713413
XRP,11/05/2020,-0.160795217,0.022982397,-0.144285252,0.106738615,1.897142643,-0.825323183,1.135719162,-0.37274219,0.145174838,1.947424857,-0.829387857,-0.160795217,0.022982397,-0.144285252,0.106738615,1.897142643,-0.825323183,0.031389574
BTC,11/05/2020,0.059188779,-0.153422933,-0.404868672,0.996680712,0.033409222,0.647704496,0.081536663,0.001648901,0.998547165,-0.014203116,0.647372209,0.059188779,-0.153422933,-0.404868672,0.996680712,0.033409222,0.647704496,0.025786406
ETH,11/05/2020,-0.371374873,-0.190541847,-0.854700049,1.27050905,-0.525710804,0.112058067,-0.234718087,0.001648901,1.27162631,-0.527962823,0.110368549,-0.371374873,-0.190541847,-0.854700049,1.27050905,-0.525710804,0.112058067,0.096944574
BNB,11/05/2020,-0.395128103,-0.191449758,-0.919429721,-1.50200287,-0.292744127,0.112058067,-0.023881587,0.188844446,-1.493300029,-0.341141111,0.110368549,-0.395128103,-0.191449758,-0.919429721,-1.50200287,-0.292744127,0.112058067,0.048493871
ADA,11/05/2020,-0.381942636,-0.193088437,-0.928798257,-1.330860159,-2.995157588,0.112058067,0.081536663,0.001648901,-1.322625564,-3.05005593,0.110368549,-0.381942636,-0.193088437,-0.928798257,-1.330860159,-2.995157588,0.112058067,0.024156417
XRP,11/05/2020,-0.424504547,-0.194167268,-0.462744615,1.681251557,-0.15296412,0.915527711,0.292373163,-0.185546645,1.681245027,-0.154319399,0.848748582,-0.424504547,-0.194167268,-0.462744615,1.681251557,-0.15296412,0.915527711,0.061384823
BTC,11/05/2020,0.097096995,0.104919821,1.260003299,-0.680517857,0.219782564,0.379881282,0.292373163,0.188844446,-0.639927702,0.266029452,0.445995837,0.097096995,0.104919821,1.260003299,-0.680517857,0.219782564,0.379881282,0.027996147
ETH,11/05/2020,-0.428188721,-0.192345316,-1.499535098,0.65439529,0.312969235,1.652041551,0.186954913,0.001648901,0.657198235,0.266029452,1.587128615,-0.428188721,-0.192345316,-1.499535098,0.65439529,0.312969235,1.652041551,0.038330874
BNB,11/05/2020,-0.284021157,-0.152391962,-0.711426984,0.928223628,0.592529248,1.049439318,0.924882662,0.001648901,0.964412272,0.592967447,1.050124955,-0.284021157,-0.152391962,-0.711426984,0.928223628,0.592529248,1.049439318,0.008851366
ADA,11/05/2020,-0.086820872,-0.176753827,-1.160921873,0.65439529,0.965275933,1.317262533,-0.234718087,-0.747133281,0.691333128,1.013316298,1.318626785,-0.086820872,-0.176753827,-1.160921873,0.65439529,0.965275933,1.317262533,0.053746852
XRP,11/05/2020,0.139561954,-0.18078743,-0.735105116,-0.167089723,-0.712084147,0.245969675,0.292373163,0.188844446,-0.127904306,-0.714784534,0.311744922,0.139561954,-0.18078743,-0.735105116,-0.167089723,-0.712084147,0.245969675,0.001075221
BTC,11/05/2020,0.409476209,-0.139468756,0.028032043,-1.330860159,-0.013184114,-0.423588362,0.186954913,0.001648901,-1.322625564,-0.014203116,-0.426635111,0.409476209,-0.139468756,0.028032043,-1.330860159,-0.013184114,-0.423588362,0.068906556
ETH,11/05/2020,-0.093849889,-0.153681072,-0.459539123,0.277881326,1.244835946,1.785953158,0.292373163,0.188844446,0.281714411,1.246843438,1.72137953,-0.093849889,-0.153681072,-0.459539123,0.277881326,1.244835946,1.785953158,0.049258792
BNB,11/05/2020,-0.149839645,-0.152777625,0.751711553,-1.022803279,-0.292744127,0.446837086,-0.445554586,0.001648901,-0.981276633,-0.294435683,0.513121294,-0.149839645,-0.152777625,0.751711553,-1.022803279,-0.292744127,0.446837086,0.066977729
ADA,11/05/2020,-0.317081776,-0.172971461,-0.338120071,0.483252579,-0.851864153,-1.69574863,0.397791413,0.563235537,0.486523769,-0.854900818,-1.769144262,-0.317081776,-0.172971461,-0.338120071,0.483252579,-0.851864153,-1.69574863,0.066955754
XRP,11/05/2020,-0.411706888,-0.188073398,-0.936537482,0.072510072,-1.271204173,-1.360969612,2.295319911,-0.559937735,0.111039945,-1.275249669,-1.366391517,-0.411706888,-0.188073398,-0.936537482,0.072510072,-1.271204173,-1.360969612,0.026870078
BTC,11/05/2020,-0.343452709,-0.189514798,0.365210767,-1.262403074,0.126595893,-0.088809343,0.714046162,0.750431083,-1.220220885,0.172618596,-0.023882366,-0.343452709,-0.189514798,0.365210767,-1.262403074,0.126595893,-0.088809343,0.050409239
ETH,11/05/2020,-0.36827241,0.177722062,0.020204269,1.236280508,-0.432524133,0.781616104,0.608627913,0.001648901,1.27162631,-0.387846539,0.781623124,-0.36827241,0.177722062,0.020204269,1.236280508,-0.432524133,0.781616104,0.065672772
BNB,11/05/2020,0.243882262,0.119579747,-0.103198291,-0.783203483,0.312969235,-0.088809343,0.292373163,0.188844446,-0.776467275,0.266029452,-0.158133281,0.243882262,0.119579747,-0.103198291,-0.783203483,0.312969235,-0.088809343,0.093735675
ADA,11/05/2020,-0.104660032,-0.075526451,-0.483075576,1.099366339,0.2663759,-0.356632558,-0.129299837,0.001648901,1.100951845,0.219324024,-0.426635111,-0.104660032,-0.075526451,-0.483075576,1.099366339,0.2663759,-0.356632558,0.016328281
XRP,11/05/2020,-0.159728745,-0.159218907,-0.358610422,-0.132861181,0.2663759,-0.892278987,-0.445554586,-0.185546645,-0.093769413,0.31273488,-0.896513314,-0.159728745,-0.159218907,-0.358610422,-0.132861181,0.2663759,-0.892278987,0.002993123
BTC,11/05/2020,0.150517525,-0.183168252,-0.707548517,1.647023015,0.965275933,0.513792889,0.186954913,0.188844446,1.647110134,0.966610871,0.445995837,0.150517525,-0.183168252,-0.707548517,1.647023015,0.965275933,0.513792889,0.09747076
ETH,11/05/2020,-0.373120008,-0.186258392,-0.872870403,-1.262403074,-0.712084147,-0.222720951,-0.129299837,0.001648901,-1.254355778,-0.714784534,-0.225258739,-0.373120008,-0.186258392,-0.872870403,-1.262403074,-0.712084147,-0.222720951,0.000134966
BNB,11/05/2020,-0.322898893,-0.185401068,0.496104614,0.996680712,-0.898457489,0.781616104,1.030300912,0.563235537,0.998547165,-0.901606246,0.714497667,-0.322898893,-0.185401068,0.496104614,0.996680712,-0.898457489,0.781616104,0.028300456
ADA,11/05/2020,-0.331042858,-0.189818609,-0.111061486,-0.098632639,-0.851864153,-1.160102201,0.081536663,-0.37274219,-0.093769413,-0.901606246,-1.232140602,-0.331042858,-0.189818609,-0.111061486,-0.098632639,-0.851864153,-1.160102201,0.035256754
XRP,11/05/2020,-0.375737711,-0.192877333,0.819398778,1.133594881,1.011869268,0.179013871,-0.761809336,-1.870306553,1.135086738,1.013316298,0.110368549,-0.375737711,-0.192877333,0.819398778,1.133594881,1.011869268,0.179013871,0.002117011
BTC,11/05/2020,-0.357219887,0.055085708,-0.372123073,,,,,,,,,-0.357219887,0.055085708,-0.372123073,,,,0.028238889
ETH,11/05/2020,-0.341610621,-0.186874871,1.003280636,1.133594881,-0.712084147,-0.356632558,-0.340136337,-0.185546645,1.169221631,-0.714784534,-0.359509654,-0.341610621,-0.186874871,1.003280636,1.133594881,-0.712084147,-0.356632558,0.049648689
BNB,11/05/2020,-0.373895624,-0.188928665,-1.452692421,-0.030175554,0.77890259,1.183350925,-0.023881587,0.001648901,0.008635266,0.826494587,1.18437587,-0.373895624,-0.188928665,-1.452692421,-0.030175554,0.77890259,1.183350925,0.009292071
ADA,11/05/2020,-0.403950731,-0.191451833,-1.056380353,1.202051966,-0.479117469,1.183350925,-0.129299837,0.001648901,1.203356524,-0.481257395,1.18437587,-0.403950731,-0.191451833,-1.056380353,1.202051966,-0.479117469,1.183350925,0.043782124
XRP,11/05/2020,-0.428964337,-0.193142634,0.029006088,,,,,,,,,-0.428964337,-0.193142634,0.029006088,,,,3.01142E-05
BTC,11/05/2020,0.35314712,-0.049738697,-0.279287794,-1.262403074,-0.618897476,-1.49488122,0.397791413,0.188844446,-1.254355778,-0.621373678,-1.500642432,0.35314712,-0.049738697,-0.279287794,-1.262403074,-0.618897476,-1.49488122,0.083021483
ETH,11/05/2020,-0.349075922,-0.166148842,-0.150483716,-0.475146603,-0.385930798,-1.026190594,0.924882662,0.376039992,-0.435118344,-0.387846539,-0.963638772,-0.349075922,-0.166148842,-0.150483716,-0.475146603,-0.385930798,-1.026190594,0.084668914
BNB,11/05/2020,1.150189179,-0.096768085,0.131351581,-1.536231412,-0.665490811,-0.088809343,-0.023881587,0.001648901,-1.493300029,-0.621373678,-0.023882366,1.150189179,-0.096768085,0.131351581,-1.536231412,-0.665490811,-0.088809343,0.04213003
ADA,11/05/2020,0.345681819,-0.125204544,-0.154309053,1.167823423,0.406155906,0.045102264,0.397791413,0.001648901,1.169221631,0.406145736,0.043243091,0.345681819,-0.125204544,-0.154309053,1.167823423,0.406155906,0.045102264,0.050476058
XRP,11/05/2020,0.099520794,-0.13276805,0.408989632,-0.988574737,0.592529248,-0.02185354,0.081536663,0.188844446,-0.981276633,0.592967447,-0.023882366,0.099520794,-0.13276805,0.408989632,-0.988574737,0.592529248,-0.02185354,0.046478532
BTC,11/05/2020,-0.087305632,-0.135066772,-0.115010793,-0.920117652,0.639122584,-0.423588362,-0.129299837,0.001648901,-0.913006847,0.639672875,-0.426635111,-0.087305632,-0.135066772,-0.115010793,-0.920117652,0.639122584,-0.423588362,0.010008067
ETH,11/05/2020,-0.202193704,-0.134372513,0.811907492,0.65439529,1.570989294,0.446837086,0.503209663,0.188844446,0.657198235,1.527076005,0.378870379,-0.202193704,-0.134372513,0.811907492,0.65439529,1.570989294,0.446837086,0.06517752
BNB,11/05/2020,-0.170490413,-0.147592369,-0.490212664,1.133594881,-0.292744127,0.045102264,0.503209663,0.376039992,1.169221631,-0.294435683,0.110368549,-0.170490413,-0.147592369,-0.490212664,1.133594881,-0.292744127,0.045102264,0.096839423
ADA,11/05/2020,0.040864859,-0.148805041,-0.247038073,0.996680712,1.803955972,1.049439318,0.186954913,0.001648901,1.032682058,1.807308573,1.050124955,0.040864859,-0.148805041,-0.247038073,0.996680712,1.803955972,1.049439318,0.076076462
XRP,11/05/2020,-0.070242087,-0.15790885,0.396893772,1.065137797,1.990329314,0.446837086,-0.550972836,-0.185546645,1.100951845,2.040835712,0.445995837,-0.070242087,-0.15790885,0.396893772,1.065137797,1.990329314,0.446837086,0.015554077
BTC,11/05/2020,-0.354505232,-0.168515427,0.02170961,-0.26977535,-0.059777449,1.384218336,-0.234718087,-0.185546645,-0.264443879,-0.107613971,1.385752242,-0.354505232,-0.168515427,0.02170961,-0.26977535,-0.059777449,1.384218336,0.094564265
ETH,11/05/2020,-0.37370172,-0.170116317,-0.741870297,0.791309459,0.965275933,0.312925478,-0.340136337,0.188844446,0.8278727,0.966610871,0.311744922,-0.37370172,-0.170116317,-0.741870297,0.791309459,0.965275933,0.312925478,0.005331083
BNB,11/05/2020,-0.012846527,-0.169857349,-0.13952129,-1.19394599,-0.479117469,-0.356632558,0.081536663,0.001648901,-1.186085992,-0.481257395,-0.359509654,-0.012846527,-0.169857349,-0.13952129,-1.19394599,-0.479117469,-0.356632558,0.015992546
ADA,11/05/2020,0.020795803,-0.171815588,-1.088523815,-1.536231412,-0.292744127,-0.02185354,0.081536663,0.001648901,-1.527434922,-0.341141111,-0.023882366,0.020795803,-0.171815588,-1.088523815,-1.536231412,-0.292744127,-0.02185354,0.035091977
XRP,11/05/2020,-0.354989992,-0.172052872,0.637110811,-0.543603688,0.965275933,0.848571907,0.186954913,-0.559937735,-0.537523023,0.966610871,0.848748582,-0.354989992,-0.172052872,0.637110811,-0.543603688,0.965275933,0.848571907,0.080909157
BTC,11/05/2020,-0.279561367,-0.173836906,-1.181589322,-0.338232434,0.033409222,-0.155765147,0.186954913,0.188844446,-0.298578772,0.07920774,-0.158133281,-0.279561367,-0.173836906,-1.181589322,-0.338232434,0.033409222,-0.155765147,0.03315788
ETH,11/05/2020,-0.337926447,-0.185181765,-0.281961989,0.312109868,0.732309255,-1.69574863,0.608627913,-0.185546645,0.349984197,0.733083731,-1.702018805,-0.337926447,-0.185181765,-0.281961989,0.312109868,0.732309255,-1.69574863,0.085425886
BNB,11/05/2020,-0.127734599,-0.184947137,0.466511376,1.236280508,0.359562571,0.112058067,-0.023881587,0.001648901,1.27162631,0.359440308,0.110368549,-0.127734599,-0.184947137,0.466511376,1.236280508,0.359562571,0.112058067,0.069786069
ADA,11/05/2020,-0.393867727,-0.185620021,0.596661407,1.510108846,0.872089262,0.647704496,-0.023881587,0.001648901,1.510570561,0.826494587,0.580246752,-0.393867727,-0.185620021,0.596661407,1.510108846,0.872089262,0.647704496,0.004457002
XRP,11/05/2020,-0.421014276,-0.187080663,0.143624539,0.893995086,0.312969235,0.045102264,0.081536663,0.188844446,0.930277379,0.31273488,0.043243091,-0.421014276,-0.187080663,0.143624539,0.893995086,0.312969235,0.045102264,0.051337757
BTC,11/05/2020,-0.3257105,-0.191242203,0.700937279,-1.365088701,-0.15296412,-0.02185354,0.397791413,0.001648901,-1.356760457,-0.154319399,-0.023882366,-0.3257105,-0.191242203,0.700937279,-1.365088701,-0.15296412,-0.02185354,0.014905202
ETH,11/05/2020,-0.294685873,-0.191540595,-0.60235173,-1.091260363,-0.525710804,0.647704496,0.081536663,0.188844446,-1.083681312,-0.527962823,0.647372209,-0.294685873,-0.191540595,-0.60235173,-1.091260363,-0.525710804,0.647704496,0.021741141
BNB,11/05/2020,-0.356638175,-0.191900959,0.065116567,0.175195699,-0.246150791,0.379881282,0.081536663,-1.308719917,0.213444625,-0.201024827,0.378870379,-0.356638175,-0.191900959,0.065116567,0.175195699,-0.246150791,0.379881282,0.007857319
ADA,11/05/2020,-0.420820372,-0.19190216,0.385098981,0.312109868,0.359562571,-2.43226247,-1.183482336,-1.495915463,0.349984197,0.406145736,-2.440398838,-0.420820372,-0.19190216,0.385098981,0.312109868,0.359562571,-2.43226247,0.076471013
XRP,11/05/2020,-0.41674839,-0.192711086,0.308326579,1.715480099,0.825495926,0.446837086,-0.129299837,0.001648901,1.71537992,0.779789159,0.378870379,-0.41674839,-0.192711086,0.308326579,1.715480099,0.825495926,0.446837086,0.085499883
BTC,11/05/2020,-0.424989306,-0.192735104,0.501258193,-1.125488906,0.406155906,-0.02185354,-0.023881587,-0.185546645,-1.117816205,0.406145736,-0.023882366,-0.424989306,-0.192735104,0.501258193,-1.125488906,0.406155906,-0.02185354,0.038279587
ETH,11/05/2020,-0.425280162,-0.193565269,0.830981051,-0.920117652,-0.15296412,0.513792889,0.186954913,0.001648901,-0.913006847,-0.154319399,0.513121294,-0.425280162,-0.193565269,0.830981051,-0.920117652,-0.15296412,0.513792889,0.072609069
BNB,11/05/2020,-0.387371946,-0.193766505,-0.48925633,0.757080917,2.03692265,0.446837086,0.608627913,0.001648901,0.793737807,2.08754114,0.445995837,-0.387371946,-0.193766505,-0.48925633,0.757080917,2.03692265,0.446837086,0.03500914
ADA,11/05/2020,-0.352760097,-0.186521447,-0.321543608,,,,,,,,,-0.352760097,-0.186521447,-0.321543608,,,,0.088986898
XRP,11/05/2020,0.348881234,0.88452489,-0.121687424,0.140967157,-0.059777449,-0.423588362,0.081536663,0.001648901,0.145174838,-0.107613971,-0.426635111,0.348881234,0.88452489,-0.121687424,0.140967157,-0.059777449,-0.423588362,0.034281815
BTC,11/05/2020,0.091182926,0.107944991,-0.993102892,1.612794472,2.363075999,0.379881282,-0.023881587,0.001648901,1.612975241,2.32106828,0.311744922,0.091182926,0.107944991,-0.993102892,1.612794472,2.363075999,0.379881282,0.079547978
ETH,11/05/2020,0.064133329,-0.143343261,-0.879068867,-1.330860159,0.080002557,-0.423588362,-0.550972836,0.001648901,-1.322625564,0.07920774,-0.426635111,0.064133329,-0.143343261,-0.879068867,-1.330860159,0.080002557,-0.423588362,0.071570651
BNB,11/05/2020,-0.001697051,-0.156563211,0.508041084,1.373194677,2.96878936,1.384218336,0.292373163,0.188844446,1.408165882,3.021649699,1.385752242,-0.001697051,-0.156563211,0.508041084,1.373194677,2.96878936,1.384218336,0.046130111
ADA,11/05/2020,-0.134133428,-0.162678715,-0.450011199,1.27050905,0.592529248,0.781616104,-0.340136337,0.001648901,1.305761203,0.639672875,0.781623124,-0.134133428,-0.162678715,-0.450011199,1.27050905,0.592529248,0.781616104,0.019369496
XRP,11/05/2020,-0.394740295,-0.177236731,-1.746906936,-0.304003892,-1.737137528,-2.097483452,1.135719162,-0.37274219,-0.298578772,-1.789009376,-2.171897008,-0.394740295,-0.177236731,-1.746906936,-0.304003892,-1.737137528,-2.097483452,0.016462166
BTC,11/05/2020,-0.345682604,-0.180190206,-0.459255765,-1.057031821,-1.41098418,0.379881282,-0.445554586,0.001648901,-1.015411526,-1.415365953,0.445995837,-0.345682604,-0.180190206,-0.459255765,-1.057031821,-1.41098418,0.379881282,0.076688584
